country,year,cement_co2,co2,co2_including_luc,coal_co2,cumulative_cement_co2,cumulative_co2,cumulative_co2_including_luc,cumulative_coal_co2,cumulative_flaring_co2,cumulative_gas_co2,cumulative_luc_co2,cumulative_oil_co2,flaring_co2,flaring_co2_per_capita,gas_co2,methane,nitrous_oxide,oil_co2,share_global_cement_co2,share_global_co2,share_global_co2_including_luc,share_global_coal_co2,share_global_cumulative_cement_co2,share_global_cumulative_co2,share_global_cumulative_co2_including_luc,share_global_cumulative_coal_co2,share_global_cumulative_flaring_co2,share_global_cumulative_gas_co2,share_global_cumulative_luc_co2,share_global_cumulative_oil_co2,share_global_flaring_co2,share_global_gas_co2,share_global_luc_co2,share_global_oil_co2,share_of_temperature_change_from_ghg,temperature_change_from_ch4,temperature_change_from_co2,temperature_change_from_ghg,temperature_change_from_n2o
India,2001,46.74,990.97,1132.352,582.083,703.752,19904.422,57393.438,13449.533,119.28,536.134,40183.473,5095.723,1.857,0.002,43.569,597.95,184.41,316.721,6.199,3.86,3.687,6.286,3.672,1.857,3.25,2.517,1.026,0.423,5.754,1.356,0.553,0.916,2.807,3.058,4.304,0.026,0.019,0.05,0.004
India,2002,49.111,1021.664,1108.092,598.597,752.863,20926.088,58501.535,14048.131,120.882,583.268,40269.902,5420.942,1.602,0.001,47.134,591.45,178.22,325.22,6.281,3.892,3.503,6.181,3.774,1.905,3.255,2.582,1.012,0.443,5.723,1.404,0.493,0.961,1.605,3.146,4.316,0.027,0.02,0.051,0.004
India,2003,50.88,1059.16,1172.229,625.89,803.743,21985.246,59673.758,14674.021,122.669,633.256,40382.973,5751.557,1.787,0.002,49.988,600.99,186.9,330.615,5.916,3.831,3.501,5.948,3.863,1.953,3.259,2.646,0.998,0.463,5.692,1.45,0.519,0.983,1.938,3.114,4.325,0.027,0.02,0.052,0.004
India,2004,55.545,1125.096,1196.999,669.968,859.288,23110.342,60870.758,15343.988,124.434,682.841,40454.871,6099.792,1.765,0.002,49.585,609.37,194.56,348.234,6.181,3.931,3.519,6.16,3.959,2.002,3.264,2.713,0.985,0.481,5.659,1.496,0.515,0.943,1.333,3.163,4.334,0.027,0.021,0.053,0.005
India,2005,59.687,1185.674,1228.745,721.469,918.974,24296.016,62099.504,16065.457,126.137,733.279,40497.941,6452.167,1.704,0.001,50.439,621.67,202.95,352.376,6.192,4.007,3.563,6.244,4.054,2.052,3.269,2.784,0.972,0.498,5.626,1.54,0.49,0.938,0.88,3.172,4.346,0.028,0.021,0.054,0.005
India,2006,64.905,1292.485,1331.424,773.564,983.88,25588.5,63430.93,16839.021,127.879,815.859,40536.883,6821.862,1.741,0.001,82.58,631.08,212.63,369.694,6.174,4.223,3.715,6.341,4.148,2.107,3.278,2.858,0.959,0.533,5.591,1.586,0.501,1.49,0.744,3.298,4.357,0.028,0.022,0.055,0.005
India,2007,68.333,1392.506,1486.842,842.477,1052.213,26981.008,64917.77,17681.498,129.721,903.815,40631.219,7213.759,1.842,0.002,87.956,645.31,223.31,391.897,6.052,4.421,4.124,6.588,4.234,2.165,3.293,2.937,0.949,0.57,5.569,1.635,0.537,1.535,2.071,3.484,4.373,0.029,0.023,0.056,0.005
India,2008,73.245,1489.437,1637.771,910.795,1125.458,28470.443,66555.547,18592.293,131.609,994.092,40779.555,7626.992,1.888,0.002,90.277,652.89,226.8,413.233,6.406,4.648,4.453,6.898,4.33,2.227,3.314,3.022,0.94,0.604,5.553,1.685,0.564,1.532,3.129,3.688,4.391,0.029,0.023,0.057,0.005
India,2009,81.268,1612.216,1695.097,983.947,1206.726,30082.66,68250.641,19576.24,133.488,1106.555,40862.434,8059.651,1.879,0.002,112.463,656.67,235.6,432.66,6.914,5.119,4.615,7.55,4.442,2.297,3.338,3.116,0.931,0.65,5.525,1.739,0.569,1.956,1.583,3.947,4.413,0.029,0.024,0.058,0.005
India,2010,86.029,1677.337,1795.778,1015.983,1292.755,31759.996,70046.414,20592.225,135.192,1240.676,40980.875,8499.151,1.704,0.001,134.121,663.02,243.09,439.5,6.856,5.036,4.666,7.288,4.548,2.365,3.362,3.206,0.921,0.703,5.503,1.79,0.499,2.166,2.288,3.879,4.44,0.03,0.025,0.06,0.005
India,2011,91.314,1764.712,1862.452,1074.385,1384.069,33524.711,71908.867,21666.609,137.84,1376.936,41078.617,8959.256,2.648,0.002,136.26,668.18,248.68,460.104,6.768,5.125,4.697,7.293,4.649,2.434,3.387,3.298,0.917,0.753,5.477,1.843,0.737,2.138,1.873,4.054,4.465,0.03,0.026,0.061,0.005
India,2012,100.237,1925.7,2086.577,1206.452,1484.307,35450.41,73995.445,22873.061,141.432,1502.541,41239.492,9449.069,3.592,0.003,125.605,670.17,249.89,489.814,7.242,5.512,5.18,8.099,4.764,2.51,3.421,3.404,0.918,0.793,5.46,1.899,0.952,1.932,3.01,4.26,4.493,0.031,0.026,0.062,0.005
India,2013,107.82,1995.098,2212.392,1276.383,1592.126,37445.508,76207.844,24149.445,144.698,1613.23,41456.789,9946.01,3.266,0.003,110.689,672.31,248.01,496.94,7.472,5.663,5.518,8.515,4.884,2.587,3.459,3.516,0.916,0.823,5.454,1.953,0.847,1.693,4.472,4.29,4.519,0.031,0.027,0.064,0.005
India,2014,115.825,2148.344,2247.754,1407.057,1707.951,39593.852,78455.594,25556.5,148.227,1722.698,41556.199,10458.475,3.529,0.003,109.467,676.35,250.28,512.465,7.724,6.057,5.525,9.377,5.009,2.67,3.496,3.641,0.916,0.85,5.429,2.008,0.912,1.647,1.907,4.41,4.547,0.031,0.028,0.065,0.006
India,2015,117.508,2234.219,2386.868,1449.587,1825.459,41828.074,80842.469,27006.088,152.365,1829.568,41708.844,11014.592,4.137,0.003,106.871,680.55,253.66,556.117,8.135,6.3,5.808,9.887,5.136,2.754,3.538,3.769,0.919,0.874,5.41,2.068,1.077,1.575,2.711,4.679,4.576,0.032,0.03,0.067,0.006
India,2016,123.281,2354.658,2519.178,1499.401,1948.741,44182.73,83361.633,28505.49,156.121,1943.191,41873.363,11629.188,3.756,0.003,113.622,686.7,253.42,614.597,8.314,6.64,6.289,10.467,5.263,2.843,3.585,3.9,0.921,0.898,5.399,2.135,1.004,1.63,3.577,5.119,4.609,0.032,0.031,0.069,0.006
India,2017,121.047,2426.607,2547.878,1551.256,2069.788,46609.336,85909.523,30056.744,158.944,2062.113,41994.637,12261.747,2.823,0.002,118.922,690.35,259.3,632.558,8.046,6.736,6.277,10.706,5.372,2.931,3.631,4.033,0.917,0.923,5.383,2.202,0.729,1.67,2.657,5.177,4.641,0.032,0.032,0.07,0.006
India,2018,138.965,2593.058,2718.08,1668.318,2208.753,49202.395,88627.594,31725.062,161.434,2188.314,42119.66,12918.831,2.49,0.002,126.201,698.39,265.4,657.084,8.875,7.053,6.621,11.33,5.509,3.024,3.682,4.174,0.91,0.948,5.369,2.269,0.611,1.683,2.918,5.356,4.674,0.033,0.033,0.072,0.006
India,2019,143.664,2612.888,2708.915,1661.94,2352.417,51815.281,91336.516,33387,163.888,2316.99,42215.688,13594.984,2.454,0.002,128.676,698.12,272.13,676.154,8.891,7.054,6.506,11.318,5.64,3.114,3.73,4.309,0.902,0.971,5.35,2.337,0.564,1.688,2.089,5.463,4.707,0.033,0.034,0.073,0.006
India,2020,122.908,2421.552,2494.395,1561.799,2475.325,54236.836,93830.906,34948.801,166.694,2444.984,42288.523,14201.029,2.806,0.002,127.994,698.5,279.92,606.045,7.526,6.917,6.347,10.979,5.711,3.192,3.772,4.43,0.897,0.993,5.33,2.397,0.704,1.694,1.696,5.56,4.737,0.034,0.035,0.075,0.006
India,2021,149.033,2674.222,2725.703,1767.297,2624.359,56911.059,96556.617,36716.098,169.465,2578.176,42340.008,14822.958,2.772,0.002,133.192,0,0,621.928,8.806,7.264,6.626,11.796,5.827,3.279,3.818,4.567,0.893,1.015,5.308,2.454,0.687,1.681,1.191,5.401,4.769,0.034,0.036,0.077,0.006
